Case,ActivityCode,Start,End
161,A_2,2023-01-22 14:36:09,2023-01-22 14:48:09
161,A_2,2023-01-22 14:51:09,2023-01-22 15:51:09
161,A_1,2023-01-22 15:06:09,2023-01-22 15:18:09
161,A_9,2023-01-22 15:21:09,2023-01-22 15:34:09
161,A_9,2023-01-22 15:36:09,2023-01-22 16:27:09
161,A_2,2023-01-22 15:51:09,2023-01-22 16:44:09
161,A_5,2023-01-22 16:06:09,2023-01-22 16:42:09
161,A_5,2023-01-22 16:21:09,2023-01-22 17:06:09
161,A_6,2023-01-22 16:36:09,2023-01-22 17:22:09
161,A_6,2023-01-22 16:51:09,2023-01-22 17:41:09
4,A_5,2023-01-25 09:52:49,2023-01-25 10:50:49
4,A_8,2023-01-25 10:07:49,2023-01-25 10:30:49
4,A_8,2023-01-25 10:22:49,2023-01-25 10:37:49
4,A_8,2023-01-25 10:37:49,2023-01-25 10:55:49
4,A_8,2023-01-25 10:52:49,2023-01-25 11:28:49
4,A_1,2023-01-25 11:07:49,2023-01-25 12:07:49
4,A_7,2023-01-25 11:22:49,2023-01-25 11:47:49
4,A_5,2023-01-25 11:37:49,2023-01-25 12:37:49
4,A_1,2023-01-25 11:52:49,2023-01-25 12:17:49
4,A_4,2023-01-25 12:07:49,2023-01-25 12:39:49
116,A_1,2023-01-27 02:03:57,2023-01-27 02:14:57
116,A_4,2023-01-27 02:18:57,2023-01-27 03:16:57
116,A_10,2023-01-27 02:33:57,2023-01-27 02:47:57
116,A_10,2023-01-27 02:48:57,2023-01-27 03:06:57
116,A_1,2023-01-27 03:03:57,2023-01-27 04:03:57
116,A_1,2023-01-27 03:18:57,2023-01-27 04:04:57
116,A_6,2023-01-27 03:33:57,2023-01-27 04:18:57
116,A_2,2023-01-27 03:48:57,2023-01-27 04:09:57
116,A_2,2023-01-27 04:03:57,2023-01-27 04:49:57
116,A_4,2023-01-27 04:18:57,2023-01-27 05:03:57
116,A_4,2023-01-27 04:33:57,2023-01-27 05:21:57
116,A_6,2023-01-27 04:48:57,2023-01-27 05:16:57
116,A_5,2023-01-27 05:03:57,2023-01-27 05:39:57
116,A_2,2023-01-27 05:18:57,2023-01-27 05:44:57
116,A_4,2023-01-27 05:33:57,2023-01-27 05:55:57
116,A_1,2023-01-27 05:48:57,2023-01-27 06:45:57
116,A_7,2023-01-27 06:03:57,2023-01-27 06:18:57
116,A_6,2023-01-27 06:18:57,2023-01-27 07:12:57
33,A_10,2023-01-29 07:39:26,2023-01-29 08:20:26
33,A_5,2023-01-29 07:54:26,2023-01-29 08:14:26
33,A_3,2023-01-29 08:09:26,2023-01-29 09:06:26
33,A_10,2023-01-29 08:24:26,2023-01-29 08:56:26
33,A_7,2023-01-29 08:39:26,2023-01-29 08:49:26
33,A_7,2023-01-29 08:54:26,2023-01-29 09:46:26
33,A_1,2023-01-29 09:09:26,2023-01-29 09:50:26
33,A_1,2023-01-29 09:24:26,2023-01-29 10:10:26
33,A_10,2023-01-29 09:39:26,2023-01-29 10:19:26
33,A_1,2023-01-29 09:54:26,2023-01-29 10:43:26
33,A_8,2023-01-29 10:09:26,2023-01-29 10:28:26
33,A_4,2023-01-29 10:24:26,2023-01-29 11:12:26
33,A_10,2023-01-29 10:39:26,2023-01-29 11:05:26
33,A_9,2023-01-29 10:54:26,2023-01-29 11:09:26
33,A_7,2023-01-29 11:09:26,2023-01-29 11:37:26
33,A_9,2023-01-29 11:24:26,2023-01-29 12:18:26
33,A_6,2023-01-29 11:39:26,2023-01-29 11:54:26
33,A_3,2023-01-29 11:54:26,2023-01-29 12:25:26
33,A_2,2023-01-29 12:09:26,2023-01-29 12:23:26
33,A_8,2023-01-29 12:24:26,2023-01-29 13:04:26
68,A_7,2023-01-30 15:45:54,2023-01-30 16:10:54
68,A_6,2023-01-30 16:00:54,2023-01-30 16:41:54
68,A_2,2023-01-30 16:15:54,2023-01-30 16:56:54
68,A_3,2023-01-30 16:30:54,2023-01-30 17:11:54
68,A_9,2023-01-30 16:45:54,2023-01-30 17:09:54
92,A_5,2023-02-01 08:41:32,2023-02-01 09:06:32
92,A_1,2023-02-01 08:56:32,2023-02-01 09:43:32
92,A_8,2023-02-01 09:11:32,2023-02-01 09:49:32
92,A_2,2023-02-01 09:26:32,2023-02-01 10:11:32
92,A_1,2023-02-01 09:41:32,2023-02-01 10:20:32
92,A_10,2023-02-01 09:56:32,2023-02-01 10:06:32
92,A_4,2023-02-01 10:11:32,2023-02-01 10:56:32
92,A_5,2023-02-01 10:26:32,2023-02-01 10:53:32
92,A_9,2023-02-01 10:41:32,2023-02-01 11:37:32
92,A_8,2023-02-01 10:56:32,2023-02-01 11:22:32
92,A_2,2023-02-01 11:11:32,2023-02-01 11:28:32
92,A_4,2023-02-01 11:26:32,2023-02-01 11:36:32
92,A_7,2023-02-01 11:41:32,2023-02-01 12:16:32
92,A_3,2023-02-01 11:56:32,2023-02-01 12:30:32
92,A_6,2023-02-01 12:11:32,2023-02-01 12:27:32
92,A_3,2023-02-01 12:26:32,2023-02-01 13:23:32
92,A_4,2023-02-01 12:41:32,2023-02-01 13:14:32
92,A_8,2023-02-01 12:56:32,2023-02-01 13:35:32
92,A_1,2023-02-01 13:11:32,2023-02-01 13:29:32
92,A_3,2023-02-01 13:26:32,2023-02-01 13:53:32
189,A_1,2023-02-06 12:14:46,2023-02-06 13:02:46
189,A_5,2023-02-06 12:29:46,2023-02-06 13:26:46
189,A_10,2023-02-06 12:44:46,2023-02-06 13:15:46
189,A_3,2023-02-06 12:59:46,2023-02-06 13:22:46
189,A_8,2023-02-06 13:14:46,2023-02-06 13:40:46
189,A_1,2023-02-06 13:29:46,2023-02-06 14:29:46
189,A_1,2023-02-06 13:44:46,2023-02-06 14:02:46
189,A_2,2023-02-06 13:59:46,2023-02-06 14:56:46
189,A_1,2023-02-06 14:14:46,2023-02-06 14:29:46
189,A_1,2023-02-06 14:29:46,2023-02-06 14:44:46
189,A_1,2023-02-06 14:44:46,2023-02-06 15:11:46
189,A_9,2023-02-06 14:59:46,2023-02-06 15:09:46
189,A_8,2023-02-06 15:14:46,2023-02-06 15:45:46
189,A_7,2023-02-06 15:29:46,2023-02-06 16:13:46
189,A_7,2023-02-06 15:44:46,2023-02-06 16:06:46
189,A_7,2023-02-06 15:59:46,2023-02-06 16:23:46
189,A_3,2023-02-06 16:14:46,2023-02-06 16:37:46
27,A_4,2023-02-08 21:47:30,2023-02-08 22:22:30
27,A_3,2023-02-08 22:02:30,2023-02-08 22:43:30
27,A_2,2023-02-08 22:17:30,2023-02-08 23:17:30
27,A_9,2023-02-08 22:32:30,2023-02-08 23:05:30
27,A_4,2023-02-08 22:47:30,2023-02-08 23:38:30
27,A_6,2023-02-08 23:02:30,2023-02-08 23:50:30
27,A_7,2023-02-08 23:17:30,2023-02-09 00:09:30
27,A_1,2023-02-08 23:32:30,2023-02-08 23:56:30
27,A_5,2023-02-08 23:47:30,2023-02-09 00:32:30
27,A_1,2023-02-09 00:02:30,2023-02-09 00:45:30
27,A_5,2023-02-09 00:17:30,2023-02-09 00:37:30
27,A_3,2023-02-09 00:32:30,2023-02-09 00:44:30
27,A_3,2023-02-09 00:47:30,2023-02-09 01:08:30
27,A_8,2023-02-09 01:02:30,2023-02-09 02:02:30
49,A_6,2023-02-09 01:05:51,2023-02-09 01:53:51
27,A_5,2023-02-09 01:17:30,2023-02-09 01:30:30
49,A_7,2023-02-09 01:20:51,2023-02-09 02:10:51
27,A_7,2023-02-09 01:32:30,2023-02-09 01:50:30
49,A_4,2023-02-09 01:35:51,2023-02-09 01:59:51
49,A_3,2023-02-09 01:50:51,2023-02-09 02:48:51
49,A_1,2023-02-09 02:05:51,2023-02-09 02:15:51
49,A_4,2023-02-09 02:20:51,2023-02-09 02:31:51
49,A_9,2023-02-09 02:35:51,2023-02-09 02:45:51
49,A_10,2023-02-09 02:50:51,2023-02-09 03:17:51
49,A_9,2023-02-09 03:05:51,2023-02-09 03:54:51
157,A_10,2023-02-09 05:08:57,2023-02-09 05:45:57
157,A_7,2023-02-09 05:23:57,2023-02-09 05:52:57
157,A_10,2023-02-09 05:38:57,2023-02-09 06:26:57
157,A_8,2023-02-09 05:53:57,2023-02-09 06:09:57
157,A_5,2023-02-09 06:08:57,2023-02-09 06:22:57
157,A_10,2023-02-09 06:23:57,2023-02-09 06:59:57
157,A_8,2023-02-09 06:38:57,2023-02-09 07:36:57
157,A_6,2023-02-09 06:53:57,2023-02-09 07:07:57
157,A_4,2023-02-09 07:08:57,2023-02-09 07:35:57
154,A_5,2023-02-15 09:03:10,2023-02-15 09:14:10
154,A_2,2023-02-15 09:18:10,2023-02-15 09:46:10
154,A_3,2023-02-15 09:33:10,2023-02-15 09:57:10
154,A_2,2023-02-15 09:48:10,2023-02-15 10:44:10
154,A_4,2023-02-15 10:03:10,2023-02-15 10:35:10
154,A_7,2023-02-15 10:18:10,2023-02-15 11:07:10
154,A_9,2023-02-15 10:33:10,2023-02-15 11:22:10
154,A_7,2023-02-15 10:48:10,2023-02-15 11:03:10
154,A_5,2023-02-15 11:03:10,2023-02-15 11:50:10
154,A_3,2023-02-15 11:18:10,2023-02-15 11:59:10
40,A_7,2023-02-15 14:53:29,2023-02-15 15:08:29
40,A_4,2023-02-15 15:08:29,2023-02-15 15:35:29
40,A_10,2023-02-15 15:23:29,2023-02-15 15:34:29
40,A_3,2023-02-15 15:38:29,2023-02-15 16:28:29
40,A_5,2023-02-15 15:53:29,2023-02-15 16:15:29
134,A_9,2023-02-20 06:14:14,2023-02-20 06:44:14
134,A_4,2023-02-20 06:29:14,2023-02-20 06:54:14
134,A_10,2023-02-20 06:44:14,2023-02-20 07:37:14
134,A_6,2023-02-20 06:59:14,2023-02-20 07:54:14
134,A_8,2023-02-20 07:14:14,2023-02-20 08:12:14
134,A_2,2023-02-20 07:29:14,2023-02-20 08:04:14
134,A_7,2023-02-20 07:44:14,2023-02-20 08:36:14
134,A_1,2023-02-20 07:59:14,2023-02-20 08:33:14
134,A_10,2023-02-20 08:14:14,2023-02-20 08:58:14
188,A_8,2023-02-21 10:06:14,2023-02-21 10:45:14
188,A_5,2023-02-21 10:21:14,2023-02-21 11:14:14
188,A_5,2023-02-21 10:36:14,2023-02-21 11:01:14
188,A_4,2023-02-21 10:51:14,2023-02-21 11:23:14
188,A_8,2023-02-21 11:06:14,2023-02-21 11:18:14
188,A_3,2023-02-21 11:21:14,2023-02-21 11:57:14
188,A_10,2023-02-21 11:36:14,2023-02-21 12:29:14
188,A_1,2023-02-21 11:51:14,2023-02-21 12:33:14
188,A_1,2023-02-21 12:06:14,2023-02-21 12:54:14
188,A_1,2023-02-21 12:21:14,2023-02-21 12:51:14
188,A_1,2023-02-21 12:36:14,2023-02-21 13:16:14
188,A_3,2023-02-21 12:51:14,2023-02-21 13:47:14
188,A_2,2023-02-21 13:06:14,2023-02-21 13:56:14
188,A_10,2023-02-21 13:21:14,2023-02-21 13:50:14
188,A_6,2023-02-21 13:36:14,2023-02-21 13:55:14
188,A_3,2023-02-21 13:51:14,2023-02-21 14:12:14
188,A_1,2023-02-21 14:06:14,2023-02-21 14:31:14
188,A_3,2023-02-21 14:21:14,2023-02-21 15:08:14
188,A_9,2023-02-21 14:36:14,2023-02-21 14:51:14
188,A_5,2023-02-21 14:51:14,2023-02-21 15:39:14
16,A_5,2023-02-23 15:17:46,2023-02-23 15:48:46
16,A_1,2023-02-23 15:32:46,2023-02-23 16:14:46
16,A_6,2023-02-23 15:47:46,2023-02-23 16:38:46
16,A_3,2023-02-23 16:02:46,2023-02-23 16:49:46
16,A_8,2023-02-23 16:17:46,2023-02-23 17:06:46
16,A_10,2023-02-23 16:32:46,2023-02-23 16:58:46
16,A_1,2023-02-23 16:47:46,2023-02-23 17:44:46
16,A_3,2023-02-23 17:02:46,2023-02-23 17:54:46
16,A_5,2023-02-23 17:17:46,2023-02-23 18:14:46
16,A_5,2023-02-23 17:32:46,2023-02-23 18:05:46
16,A_3,2023-02-23 17:47:46,2023-02-23 18:08:46
16,A_9,2023-02-23 18:02:46,2023-02-23 18:16:46
16,A_1,2023-02-23 18:17:46,2023-02-23 18:36:46
16,A_10,2023-02-23 18:32:46,2023-02-23 18:42:46
16,A_3,2023-02-23 18:47:46,2023-02-23 19:03:46
144,A_7,2023-02-24 04:35:44,2023-02-24 05:23:44
144,A_6,2023-02-24 04:50:44,2023-02-24 05:50:44
144,A_10,2023-02-24 05:05:44,2023-02-24 05:43:44
144,A_6,2023-02-24 05:20:44,2023-02-24 06:14:44
144,A_7,2023-02-24 05:35:44,2023-02-24 05:46:44
144,A_2,2023-02-24 05:50:44,2023-02-24 06:30:44
144,A_3,2023-02-24 06:05:44,2023-02-24 06:41:44
144,A_5,2023-02-24 06:20:44,2023-02-24 06:44:44
186,A_3,2023-02-24 21:04:00,2023-02-24 22:04:00
186,A_7,2023-02-24 21:19:00,2023-02-24 21:30:00
186,A_4,2023-02-24 21:34:00,2023-02-24 21:44:00
186,A_10,2023-02-24 21:49:00,2023-02-24 22:18:00
186,A_9,2023-02-24 22:04:00,2023-02-24 22:31:00
186,A_10,2023-02-24 22:19:00,2023-02-24 23:08:00
186,A_4,2023-02-24 22:34:00,2023-02-24 23:08:00
186,A_2,2023-02-24 22:49:00,2023-02-24 23:34:00
186,A_6,2023-02-24 23:04:00,2023-02-24 23:23:00
186,A_6,2023-02-24 23:19:00,2023-02-24 23:48:00
186,A_1,2023-02-24 23:34:00,2023-02-25 00:10:00
